sma,coef.RNA.log.ACT2,r.sqr.RNA.log.ACT2,aic.RNA.log.ACT2,loglik.RNA.log.ACT2,coef.RNA.ACT2,r.sqr.RNA.ACT2,aic.RNA.ACT2,loglik.RNA.ACT2,coef.RNA.log.PP2A,r.sqr.RNA.log.PP2A,aic.RNA.log.PP2A,loglik.RNA.log.PP2A,coef.RNA.PP2A,r.sqr.RNA.PP2A,aic.RNA.PP2A,loglik.RNA.PP2A
84,6.45733136014586,0.714889841106162,365.830689991379,-179.915344995689,4.3863784013355,0.422204161385179,457.742692008459,-225.87134600423,6.25791200015356,0.690588313409997,375.698424356503,-184.849212178252,8.76840428078667,0.25449398070607,883.600887987313,-438.800443993657
85,6.45648072740228,0.710905198510028,368.606497818595,-181.303248909297,4.38334863248758,0.419381569737311,458.717333744027,-226.358666872013,6.25648710612842,0.686613065123565,378.238844727032,-186.119422363516,8.76812240635692,0.253128022517598,883.965173384178,-438.982586692089
86,6.45054440470966,0.706291958112498,371.772808212588,-182.886404106294,4.37838660617592,0.416482806393321,459.713358356871,-226.856679178436,6.25078974264467,0.682175157385653,381.037139130148,-187.518569565074,8.76234308782458,0.251618569355398,884.366953148976,-439.183476574488
87,6.45072116536967,0.701809430309597,374.802119930976,-184.401059965488,4.37748897872877,0.413647233172858,460.682894756425,-227.341447378213,6.25116795049109,0.67789528434051,383.699017844885,-188.849508922442,8.76659858643939,0.250252591379776,884.729845425466,-439.364922712733
88,6.44385724690688,0.697084515420842,377.946331950824,-185.973165975412,4.37242859992854,0.410786732022392,461.656215424566,-227.828107712283,6.24396031330063,0.673212546996783,386.571239004178,-190.285619502089,8.76097242024541,0.248778372676164,885.12075237868,-439.56037618934
89,6.44086352510098,0.691736823818278,381.446341636052,-187.723170818026,4.36747510778713,0.407090454666307,462.906944827858,-228.453472413929,6.24057687099759,0.667945440871624,389.753113961434,-191.876556980717,8.75586297653959,0.246811556803063,885.641084686219,-439.82054234311
90,6.44005571003911,0.68767134831748,384.066765223073,-189.033382611536,4.36462594706876,0.404271459850543,463.855593583243,-228.927796791621,6.23982891898734,0.66402774145221,392.087245172808,-193.043622586404,8.75432547746028,0.24533657593541,886.030408455559,-440.015204227779
91,6.42907547615955,0.681851883285166,387.758974421475,-190.879487210737,4.35744183444261,0.400897671681382,464.985057919883,-229.492528959941,6.22878291477475,0.658322315172989,395.438257504829,-194.719128752415,8.74414351557896,0.243524580080119,886.50764765758,-440.25382382879
92,6.41566369950343,0.67531344323926,391.827619631124,-192.913809815562,4.34722057900794,0.396846823702758,466.332812467066,-230.166406233533,6.21503624357635,0.651849511798001,399.172885132593,-196.586442566297,8.7303184157637,0.241432784768087,887.057160287713,-440.528580143857
93,6.40499298466787,0.669490743713267,395.382497550568,-194.691248775284,4.33959036362749,0.393352643731649,467.488106945152,-230.744053472576,6.20406917304493,0.646093064438651,402.436318174413,-198.218159087207,8.72133312118751,0.239653419147872,887.523406524091,-440.761703262045
